hash,benchmark,result(z3+''),time(z3+''),result(z3+'sat.local_search=true'),time(z3+'sat.local_search=true'),result(z3+'sat.lookahead_simplify=true'),time(z3+'sat.lookahead_simplify=true'),result(z3+'sat.ddfw_search=true'),time(z3+'sat.ddfw_search=true')
09e6779ba720bc9c22bae55653614d53,crafted_n11_d6_c3_num4.cnf,unknown,1000.0058730200108,unknown,1000.006506477017,unknown,1000.0090707050404,unknown,1000.0068329109343
09ea7a837fa92ee285890f2187fcff0a,countbitsarray32_32.cnf,unknown,1000.006311639998,unknown,1000.0050404769718,unknown,1000.008404794964,unknown,1000.0051517720568
09ed4d881b6dd70d30f59217573369f1,modgen-n200-m90860q08c40-21438.cnf,unsat,0.0480478040117304,unknown,1000.0044060429792,unsat,0.016478989040479,unknown,1000.0044614899672
09f3078602566bbeb02821503e5d2554,modgen-n200-m90860q08c40-14424.cnf,unsat,29.928377386007924,unknown,1000.0043361209682,unsat,25.64113996794913,unknown,1000.0046207809356
09f4f1e3047315b5ef2690fffb7ccf7a,ssAES_4-4-4_round_7-10_faultAt_7_fault_injections_2_seed_1564286498.cnf,unknown,1000.004944431974,unknown,1000.0045040190452,unknown,1000.0057707619852,unknown,1000.0047389320098
09fb57fff97fc30b723f91d1c80965a6,E03N17.cnf,unsat,2.6932587480114307,unknown,1000.0043546789676,unsat,2.7573897150577977,unknown,1000.0054221369792
0a015b7f4b4ec96e881f2f5f5e55265c,strips-gripper-18t35.shuffled-as.sat05-1147.cnf,sat,203.35763986301023,unknown,1000.0052332160412,sat,73.38180169300176,unknown,1000.0054543360602
0a034addb32ccb4363177fd5d0ba947e,VanDerWaerden_2-3-19_349.cnf,unknown,1000.0048113570084,unknown,1000.0042462229612,unknown,1000.004943054053,unknown,1000.0046341519336
0a1043b4f34db8a3de2aef9e4a82a34b,instance_n3_i3_pp.cnf,sat,0.0887449610163457,sat,0.0092333940556272,sat,0.0075243329629302,sat,0.0799653539434075
0a11a3dcc342fba24aeda274ad56d478,crafted_n11_d6_c4_num19.cnf,unknown,1000.0068627939908,unknown,5.065261034993455,unknown,1000.007578519988,unknown,1000.0093212710926
0a27d1f7ff9fae1edf7f460f4fe70886,phnf-size10-exclusive-equilarge_l1.used-as.sat04-893.sat05-4187.reshuffled-07.cnf,unknown,1000.0055904199836,unknown,1000.0053404050414,unknown,1000.005594835966,unknown,1000.0057696430011
0a3eb47ad5266860241a8ff5d37f62bd,k2fix_gr_2pin_w9.shuffled-as.sat03-438.cnf,unsat,276.5717683190014,unknown,1000.0046230340376,unsat,438.3052902750205,unknown,1000.0056568789296
0a4b9ce30540d2103d65e44994d206a5,pyhala-braun-sat-40-4-03.shuffled-as.sat03-1541.cnf,sat,104.56167532198016,unknown,1000.00437896495,sat,375.3876336939866,unknown,1000.0046541590708
0a501c751f0483da0e9266753659ed6c,ctl_4291_567_5_unsat_pre.cnf,unknown,1000.004864994,unknown,1000.0045540220452,unknown,1000.0050690800416,unknown,1000.0049384939484
0a5ae0d5af40b6d41f8be446811aa796,mp1-blockpuzzle_8x8_s1_free4.cnf,unknown,1000.0052296170034,unknown,1000.0050657760004,unknown,1000.005035254988,unknown,1000.0048351879232
0a5afa615f6f27d7ec4d43d3c655a8af,cnt07.shuffled.cnf,sat,0.1334414489974733,unknown,1000.004208258004,sat,0.0570645389379933,unknown,1000.0047953879694
0a60caf64b5ae6fdebacc9521c5ee731,udiv48prop.cnf,unknown,1000.004656361998,unknown,1000.0045803539688,unknown,1000.0056243619184,unknown,1000.0051109469496
